pos,White,Amerindian,Asian,Black,Hispanic,Mexican,Other,Puertorican
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.9090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0
20.0,0.9523809523809523,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0
30.0,0.9032258064516129,0.0,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0
40.0,0.926829268292683,0.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.0,0.0,0.0
50.0,0.8823529411764706,0.0,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.0,0.0196078431372549,0.0
60.0,0.8852459016393442,0.0,0.01639344262295082,0.04918032786885246,0.03278688524590164,0.0,0.01639344262295082,0.0
70.0,0.8732394366197183,0.0,0.04225352112676056,0.04225352112676056,0.028169014084507043,0.0,0.014084507042253521,0.0
80.0,0.8641975308641975,0.0,0.037037037037037035,0.04938271604938271,0.037037037037037035,0.0,0.012345679012345678,0.0
90.0,0.8791208791208791,0.0,0.03296703296703297,0.04395604395604396,0.03296703296703297,0.0,0.01098901098901099,0.0
100.0,0.8910891089108911,0.0,0.0297029702970297,0.039603960396039604,0.0297029702970297,0.0,0.009900990099009901,0.0
110.0,0.9009009009009009,0.0,0.02702702702702703,0.036036036036036036,0.02702702702702703,0.0,0.009009009009009009,0.0
120.0,0.9090909090909091,0.0,0.024793388429752067,0.03305785123966942,0.024793388429752067,0.0,0.008264462809917356,0.0
130.0,0.916030534351145,0.0,0.022900763358778626,0.030534351145038167,0.022900763358778626,0.0,0.007633587786259542,0.0
140.0,0.9148936170212766,0.0,0.028368794326241134,0.028368794326241134,0.02127659574468085,0.0,0.0070921985815602835,0.0
150.0,0.9139072847682119,0.0,0.026490066225165563,0.033112582781456956,0.019867549668874173,0.0,0.006622516556291391,0.0
160.0,0.906832298136646,0.0,0.031055900621118012,0.031055900621118012,0.018633540372670808,0.006211180124223602,0.006211180124223602,0.0
170.0,0.9005847953216374,0.0,0.03508771929824561,0.029239766081871343,0.017543859649122806,0.005847953216374269,0.011695906432748537,0.0
180.0,0.9060773480662984,0.0,0.03314917127071823,0.027624309392265192,0.016574585635359115,0.0055248618784530384,0.011049723756906077,0.0
190.0,0.9057591623036649,0.0,0.031413612565445025,0.031413612565445025,0.015706806282722512,0.005235602094240838,0.010471204188481676,0.0
200.0,0.9054726368159204,0.0,0.029850746268656716,0.029850746268656716,0.01990049751243781,0.004975124378109453,0.009950248756218905,0.0
210.0,0.909952606635071,0.0,0.02843601895734597,0.02843601895734597,0.018957345971563982,0.004739336492890996,0.009478672985781991,0.0
220.0,0.9140271493212669,0.0,0.027149321266968326,0.027149321266968326,0.01809954751131222,0.004524886877828055,0.00904977375565611,0.0
230.0,0.9177489177489178,0.0,0.025974025974025976,0.025974025974025976,0.017316017316017316,0.004329004329004329,0.008658008658008658,0.0
240.0,0.921161825726141,0.0,0.024896265560165973,0.024896265560165973,0.016597510373443983,0.004149377593360996,0.008298755186721992,0.0
250.0,0.9243027888446215,0.0,0.02390438247011952,0.02390438247011952,0.01593625498007968,0.00398406374501992,0.00796812749003984,0.0
260.0,0.9157088122605364,0.0,0.022988505747126436,0.03065134099616858,0.01532567049808429,0.0038314176245210726,0.011494252873563218,0.0
270.0,0.9114391143911439,0.0,0.02214022140221402,0.02952029520295203,0.014760147601476014,0.0036900369003690036,0.01845018450184502,0.0
280.0,0.9110320284697508,0.0,0.02491103202846975,0.028469750889679714,0.014234875444839857,0.0035587188612099642,0.017793594306049824,0.0
290.0,0.9072164948453608,0.0,0.024054982817869417,0.030927835051546393,0.01718213058419244,0.003436426116838488,0.01718213058419244,0.0
300.0,0.9036544850498339,0.0,0.026578073089700997,0.029900332225913623,0.019933554817275746,0.0033222591362126247,0.016611295681063124,0.0
310.0,0.9067524115755627,0.0,0.02572347266881029,0.028938906752411574,0.01929260450160772,0.003215434083601286,0.01607717041800643,0.0
320.0,0.9065420560747663,0.0,0.024922118380062305,0.03115264797507788,0.018691588785046728,0.003115264797507788,0.01557632398753894,0.0
330.0,0.9063444108761329,0.0,0.027190332326283987,0.030211480362537766,0.01812688821752266,0.0030211480362537764,0.015105740181268883,0.0
340.0,0.9032258064516129,0.0,0.026392961876832845,0.02932551319648094,0.020527859237536656,0.002932551319648094,0.01466275659824047,0.002932551319648094
350.0,0.8945868945868946,0.002849002849002849,0.02564102564102564,0.03133903133903134,0.022792022792022793,0.002849002849002849,0.014245014245014245,0.005698005698005698
360.0,0.8919667590027701,0.002770083102493075,0.027700831024930747,0.0332409972299169,0.0221606648199446,0.002770083102493075,0.013850415512465374,0.00554016620498615
370.0,0.889487870619946,0.0026954177897574125,0.026954177897574125,0.03234501347708895,0.026954177897574125,0.0026954177897574125,0.013477088948787063,0.005390835579514825
380.0,0.884514435695538,0.0026246719160104987,0.031496062992125984,0.031496062992125984,0.026246719160104987,0.0026246719160104987,0.013123359580052493,0.007874015748031496
390.0,0.8772378516624041,0.0025575447570332483,0.03324808184143223,0.03580562659846547,0.02557544757033248,0.0025575447570332483,0.01278772378516624,0.010230179028132993
400.0,0.8728179551122195,0.0024937655860349127,0.034912718204488775,0.03740648379052369,0.02493765586034913,0.0024937655860349127,0.012468827930174564,0.012468827930174564
410.0,0.8637469586374696,0.0024330900243309003,0.0413625304136253,0.0364963503649635,0.024330900243309004,0.0024330900243309003,0.014598540145985401,0.014598540145985401
420.0,0.8598574821852731,0.0023752969121140144,0.04275534441805225,0.03800475059382423,0.023752969121140142,0.004750593824228029,0.014251781472684086,0.014251781472684086
430.0,0.8607888631090487,0.002320185614849188,0.04408352668213457,0.037122969837587005,0.02320185614849188,0.004640371229698376,0.013921113689095127,0.013921113689095127
440.0,0.8594104308390023,0.0045351473922902496,0.04308390022675737,0.036281179138321996,0.022675736961451247,0.0045351473922902496,0.015873015873015872,0.013605442176870748
450.0,0.8603104212860311,0.004434589800443459,0.04434589800443459,0.03547671840354767,0.022172949002217297,0.004434589800443459,0.015521064301552107,0.013303769401330377
460.0,0.8546637744034707,0.004338394793926247,0.04338394793926247,0.039045553145336226,0.026030368763557483,0.004338394793926247,0.015184381778741865,0.013015184381778741
470.0,0.8535031847133758,0.004246284501061571,0.044585987261146494,0.03821656050955414,0.025477707006369428,0.006369426751592357,0.014861995753715499,0.012738853503184714
480.0,0.8503118503118503,0.004158004158004158,0.0498960498960499,0.037422037422037424,0.02494802494802495,0.006237006237006237,0.014553014553014554,0.012474012474012475
