pos,ndcg,P$@$k
0.0,,1.0
10.0,1.0,1.0
20.0,1.0,1.0
30.0,1.0,1.0
40.0,1.0,1.0
50.0,1.0,1.0
60.0,1.0,1.0
70.0,1.0,1.0
80.0,1.0,1.0
90.0,1.0,1.0
100.0,1.0,1.0
110.0,1.0,1.0
120.0,1.0,1.0
130.0,1.0,1.0
140.0,1.0,1.0
150.0,1.0,1.0
160.0,1.0,1.0
170.0,1.0,1.0
180.0,1.0,1.0
190.0,1.0,1.0
200.0,1.0,1.0
210.0,1.0,1.0
220.0,1.0,1.0
230.0,1.0,1.0
240.0,1.0,1.0
250.0,1.0,1.0
260.0,1.0,1.0
270.0,1.0,1.0
280.0,1.0,1.0
290.0,1.0,1.0
300.0,1.0,1.0
310.0,1.0,1.0
320.0,1.0,1.0
330.0,1.0,1.0
340.0,1.0,1.0
350.0,1.0,1.0
360.0,1.0,1.0
370.0,1.0,1.0
380.0,1.0,1.0
390.0,1.0,1.0
400.0,1.0,1.0
410.0,1.0,1.0
420.0,1.0,1.0
430.0,1.0,1.0
440.0,1.0,1.0
450.0,1.0,1.0
460.0,1.0,1.0
470.0,1.0,1.0
480.0,0.9999060320057486,0.9958419958419958
490.0,0.9989844588949703,0.9755600814663951
500.0,0.9980945723355731,0.9560878243512974
510.0,0.9972347060127751,0.9373776908023483
520.0,0.9964033107270189,0.9193857965451055
530.0,0.9955989441549682,0.9020715630885122
540.0,0.9948202616754751,0.8853974121996303
550.0,0.9940660081326684,0.8693284936479129
560.0,0.9933350104256499,0.8538324420677362
570.0,0.9926261708289983,0.8388791593695272
580.0,0.9924107636017888,0.8364888123924269
590.0,0.9925119288731917,0.8392554991539763
600.0,0.9926101753724472,0.8419301164725458
610.0,0.9927056320825687,0.8445171849427169
620.0,0.9927984203529513,0.8470209339774557
630.0,0.9928886544626355,0.849445324881141
640.0,0.9929764421340084,0.8517940717628705
650.0,0.993061885001984,0.8540706605222734
660.0,0.9931450790431325,0.8562783661119516
670.0,0.9932261149687138,0.8584202682563339
680.0,0.9933050785851271,0.8604992657856094
690.0,0.9933820511249094,0.8625180897250362
700.0,0.9934571095510666,0.8644793152639088
710.0,0.9935303268372256,0.8663853727144867
720.0,0.9936017722258341,0.8682385575589459
730.0,0.9936715114664006,0.8700410396716827
740.0,0.9937396070355616,0.8717948717948718
750.0,0.9938061183405849,0.8735019973368842
760.0,0.9938711019077515,0.8751642575558476
770.0,0.9939346115569215,0.8767833981841764
780.0,0.9939966985634557,0.8783610755441741
790.0,0.9941158362741752,0.8798988621997471
800.0,0.9942901864363396,0.8813982521847691
810.0,0.9944608099801435,0.8828606658446363
820.0,0.994627829203381,0.8842874543239951
830.0,0.994791361011635,0.8856799037304453
840.0,0.9949515172157157,0.8870392390011891
850.0,0.9951084048094656,0.8883666274970623
860.0,0.9952621262294322,0.8896631823461092
870.0,0.9954127795977837,0.8909299655568312
880.0,0.9955604589497272,0.8910329171396141
