pos,Male,Female
0.0,0.0,1.0
10.0,0.5454545454545454,0.45454545454545453
20.0,0.6666666666666666,0.3333333333333333
30.0,0.7419354838709677,0.25806451612903225
40.0,0.7560975609756098,0.24390243902439024
50.0,0.6862745098039216,0.3137254901960784
60.0,0.6885245901639344,0.3114754098360656
70.0,0.647887323943662,0.352112676056338
80.0,0.654320987654321,0.345679012345679
90.0,0.6593406593406593,0.34065934065934067
100.0,0.6336633663366337,0.36633663366336633
110.0,0.6036036036036037,0.3963963963963964
120.0,0.6033057851239669,0.39669421487603307
130.0,0.6106870229007634,0.3893129770992366
140.0,0.6028368794326241,0.3971631205673759
150.0,0.5960264900662252,0.40397350993377484
160.0,0.5900621118012422,0.40993788819875776
170.0,0.5789473684210527,0.42105263157894735
180.0,0.6022099447513812,0.39779005524861877
190.0,0.5916230366492147,0.4083769633507853
200.0,0.5771144278606966,0.4228855721393035
210.0,0.5639810426540285,0.43601895734597157
220.0,0.5565610859728507,0.4434389140271493
230.0,0.5584415584415584,0.44155844155844154
240.0,0.5726141078838174,0.42738589211618255
250.0,0.5776892430278885,0.42231075697211157
260.0,0.5823754789272031,0.41762452107279696
270.0,0.5793357933579336,0.42066420664206644
280.0,0.5658362989323843,0.43416370106761565
290.0,0.5738831615120275,0.4261168384879725
300.0,0.584717607973422,0.4152823920265781
310.0,0.5787781350482315,0.4212218649517685
320.0,0.5763239875389408,0.4236760124610592
330.0,0.5709969788519638,0.42900302114803623
340.0,0.5659824046920822,0.4340175953079179
350.0,0.5612535612535613,0.43874643874643876
360.0,0.5678670360110804,0.43213296398891965
370.0,0.5714285714285714,0.42857142857142855
380.0,0.5774278215223098,0.4225721784776903
390.0,0.5728900255754475,0.42710997442455245
400.0,0.5785536159600998,0.42144638403990026
410.0,0.5790754257907542,0.4209245742092457
420.0,0.5795724465558195,0.42042755344418054
430.0,0.5777262180974478,0.4222737819025522
440.0,0.5782312925170068,0.4217687074829932
450.0,0.5787139689578714,0.4212860310421286
460.0,0.5770065075921909,0.4229934924078091
470.0,0.5774946921443737,0.42250530785562634
480.0,0.5717255717255717,0.4282744282744283
490.0,0.5682281059063137,0.4317718940936864
500.0,0.5668662674650699,0.43313373253493015
510.0,0.5694716242661448,0.43052837573385516
520.0,0.5681381957773513,0.43186180422264875
530.0,0.5706214689265536,0.4293785310734463
540.0,0.5674676524953789,0.43253234750462105
550.0,0.5680580762250453,0.4319419237749546
560.0,0.5632798573975044,0.43672014260249553
570.0,0.5586690017513135,0.4413309982486865
580.0,0.5576592082616179,0.4423407917383821
590.0,0.5583756345177665,0.4416243654822335
600.0,0.5557404326123128,0.4442595673876872
610.0,0.5531914893617021,0.44680851063829785
620.0,0.5523349436392915,0.4476650563607085
630.0,0.5483359746434231,0.45166402535657685
640.0,0.5444617784711389,0.45553822152886114
650.0,0.5376344086021505,0.46236559139784944
660.0,0.5370650529500757,0.4629349470499244
670.0,0.5365126676602087,0.46348733233979134
680.0,0.5374449339207048,0.46255506607929514
690.0,0.5369030390738061,0.4630969609261939
700.0,0.5378031383737518,0.46219686162624823
710.0,0.5386779184247539,0.4613220815752461
720.0,0.5353675450762829,0.4646324549237171
730.0,0.5389876880984952,0.46101231190150477
740.0,0.5384615384615384,0.46153846153846156
750.0,0.5379494007989347,0.4620505992010652
760.0,0.5361366622864652,0.46386333771353483
770.0,0.5356679636835279,0.46433203631647213
780.0,0.5352112676056338,0.4647887323943662
790.0,0.5360303413400759,0.4639696586599241
800.0,0.5368289637952559,0.4631710362047441
810.0,0.5400739827373613,0.4599260172626387
820.0,0.5408038976857491,0.4591961023142509
830.0,0.5439229843561973,0.45607701564380265
840.0,0.5457788347205708,0.45422116527942924
850.0,0.5440658049353702,0.45593419506462984
860.0,0.5447154471544715,0.45528455284552843
870.0,0.5464982778415615,0.4535017221584386
880.0,0.5505107832009081,0.44948921679909193
890.0,0.55331088664422,0.44668911335578004
900.0,0.5504994450610433,0.44950055493895674
910.0,0.5510428100987925,0.4489571899012075
920.0,0.5515743756786102,0.44842562432138977
930.0,0.5542427497314716,0.44575725026852847
940.0,0.5515409139213603,0.44845908607863977
950.0,0.5520504731861199,0.4479495268138801
960.0,0.5535900104058272,0.4464099895941727
970.0,0.553038105046344,0.446961894953656
980.0,0.5524974515800204,0.4475025484199796
990.0,0.5539858728557013,0.44601412714429867
1000.0,0.5534465534465535,0.44655344655344653
1010.0,0.5509396636993076,0.44906033630069236
1020.0,0.5504407443682664,0.4495592556317336
1030.0,0.550921435499515,0.44907856450048494
1040.0,0.5513928914505284,0.44860710854947167
1050.0,0.5509039010466222,0.4490960989533777
1060.0,0.5513666352497644,0.44863336475023563
1070.0,0.5518207282913166,0.4481792717086835
1080.0,0.5513413506012951,0.4486586493987049
1090.0,0.5508707607699358,0.44912923923006415
1100.0,0.5485921889191644,0.4514078110808356
1110.0,0.5472547254725473,0.4527452745274527
1120.0,0.5459411239964318,0.45405887600356826
1130.0,0.5437665782493368,0.4562334217506631
1140.0,0.5425065731814198,0.4574934268185802
1150.0,0.5438748913987836,0.45612510860121636
1160.0,0.5460809646856158,0.45391903531438416
1170.0,0.5482493595217762,0.4517506404782237
1180.0,0.5478408128704487,0.4521591871295512
1190.0,0.5457598656591099,0.45424013434089
1200.0,0.5453788509575354,0.4546211490424646
1210.0,0.5441783649876135,0.4558216350123865
1220.0,0.5421785421785422,0.45782145782145783
1230.0,0.5434606011372868,0.4565393988627132
1240.0,0.5439161966156325,0.45608380338436744
1250.0,0.5435651478816946,0.45643485211830537
1260.0,0.5432196669310071,0.45678033306899285
1270.0,0.5444531864673485,0.4555468135326515
1280.0,0.546448087431694,0.453551912568306
1290.0,0.5484120836560805,0.4515879163439194
1300.0,0.5488086087624904,0.4511913912375096
1310.0,0.5507246376811594,0.4492753623188406
1320.0,0.5510976532929599,0.4489023467070401
1330.0,0.5514650638617581,0.4485349361382419
1340.0,0.551826994780015,0.4481730052199851
1350.0,0.5492227979274611,0.45077720207253885
1360.0,0.5518001469507715,0.4481998530492285
1370.0,0.5514223194748359,0.4485776805251641
1380.0,0.5503258508327299,0.4496741491672701
1390.0,0.5492451473759885,0.4507548526240115
1400.0,0.5496074232690935,0.4503925767309065
1410.0,0.5485471296952515,0.4514528703047484
1420.0,0.5475017593244195,0.4524982406755806
1430.0,0.549266247379455,0.45073375262054505
1440.0,0.5489243580846634,0.45107564191533656
1450.0,0.5499655410062027,0.4500344589937974
1460.0,0.5489390828199863,0.4510609171800137
1470.0,0.549286199864038,0.4507138001359619
1480.0,0.5476029709655638,0.4523970290344362
1490.0,0.5492957746478874,0.4507042253521127
1500.0,0.5489673550966022,0.45103264490339773
1510.0,0.5486432825943084,0.4513567174056916
1520.0,0.5476660092044707,0.4523339907955293
1530.0,0.550620509470934,0.44937949052906595
1540.0,0.5496430889033095,0.45035691109669046
1550.0,0.5499677627337202,0.45003223726627983
1560.0,0.5502882767456758,0.4497117232543241
1570.0,0.5506047103755569,0.44939528962444303
1580.0,0.5521821631878557,0.4478178368121442
1590.0,0.5518541797611565,0.4481458202388435
1600.0,0.5521549031855091,0.4478450968144909
1610.0,0.553072625698324,0.44692737430167595
1620.0,0.5533621221468229,0.44663787785317705
1630.0,0.5530349478847333,0.4469650521152667
1640.0,0.5539305301645339,0.4460694698354662
1650.0,0.5529981829194428,0.44700181708055725
1660.0,0.551475015051174,0.44852498494882603
1670.0,0.5505685218432077,0.44943147815679235
1680.0,0.5496728138013087,0.4503271861986913
1690.0,0.5523358959195742,0.4476641040804258
1700.0,0.5526161081716637,0.44738389182833627
1710.0,0.554646405610754,0.44535359438924604
1720.0,0.5566531086577571,0.44334689134224287
1730.0,0.5569035239745812,0.44309647602541885
1740.0,0.5571510626076968,0.4428489373923033
1750.0,0.5585379782981154,0.44146202170188464
1760.0,0.5587734241908007,0.44122657580919933
1770.0,0.5573122529644269,0.4426877470355731
1780.0,0.5581134194272881,0.44188658057271196
1790.0,0.5600223338916807,0.4399776661083194
1800.0,0.5585785674625208,0.4414214325374792
1810.0,0.5582551076753175,0.4417448923246825
1820.0,0.5590334980779791,0.44096650192202086
1830.0,0.5587110868377936,0.4412889131622064
1840.0,0.5583921781640413,0.4416078218359587
1850.0,0.5580767152890329,0.44192328471096703
1860.0,0.5566899516389038,0.44331004836109617
1870.0,0.5579903794762159,0.44200962052378406
1880.0,0.5587453482190324,0.44125465178096757
1890.0,0.5579058699101005,0.4420941300898995
1900.0,0.5581273014203051,0.4418726985796949
1910.0,0.5572998430141287,0.4427001569858713
1920.0,0.5564809994794377,0.4435190005205622
1930.0,0.5561885033661316,0.4438114966338685
1940.0,0.5569294178258629,0.44307058217413703
1950.0,0.5566376217324449,0.4433623782675551
1960.0,0.5548189699133096,0.44518103008669047
1970.0,0.5545408422120751,0.4454591577879249
1980.0,0.5532559313478042,0.44674406865219585
1990.0,0.5539929683576093,0.44600703164239075
2000.0,0.5542228885557221,0.44577711144427784
2010.0,0.5529587270014918,0.4470412729985082
2020.0,0.5522018802572983,0.4477981197427016
2030.0,0.551944854751354,0.448055145248646
2040.0,0.5536501714845664,0.4463498285154336
2050.0,0.5548512920526573,0.44514870794734274
2060.0,0.5555555555555556,0.4444444444444444
2070.0,0.5552873008208595,0.4447126991791405
2080.0,0.5555021624219125,0.4444978375780875
2090.0,0.5571496891439502,0.44285031085604976
2100.0,0.5578296049500238,0.4421703950499762
2110.0,0.5589767882520132,0.44102321174798675
2120.0,0.5596416784535596,0.44035832154644033
2130.0,0.5588925387142186,0.4411074612857813
2140.0,0.5581503970107426,0.44184960298925735
2150.0,0.5574151557415156,0.44258484425848443
2160.0,0.5580749652938455,0.4419250347061546
2170.0,0.5578074619990787,0.44219253800092123
2180.0,0.5580009170105457,0.4419990829894544
2190.0,0.5581926061159288,0.4418073938840712
2200.0,0.5574738755111313,0.4425261244888687
2210.0,0.5567616463138851,0.44323835368611486
2220.0,0.5565060783430887,0.4434939216569113
2230.0,0.5558045719408337,0.4441954280591663
2240.0,0.5564480142793395,0.4435519857206604
2250.0,0.5548645046645935,0.4451354953354065
2260.0,0.5550641309155241,0.4449358690844759
2270.0,0.555702333773668,0.444297666226332
2280.0,0.5554581323980711,0.444541867601929
2290.0,0.5560890440855522,0.44391095591444785
2300.0,0.5562798783137766,0.4437201216862234
2310.0,0.5573344872349633,0.4426655127650368
2320.0,0.5579491598448945,0.44205084015510554
2330.0,0.5594165594165594,0.44058344058344057
2340.0,0.558735583084152,0.44126441691584795
2350.0,0.5580603998298597,0.4419396001701404
2360.0,0.5569673867005506,0.4430326132994494
2370.0,0.5567271193589203,0.4432728806410797
2380.0,0.5577488450230995,0.4422511549769005
2390.0,0.5575073191133417,0.44249268088665833
2400.0,0.5568513119533528,0.44314868804664725
2410.0,0.5562007465781833,0.4437992534218167
2420.0,0.5563816604708798,0.4436183395291202
2430.0,0.5569724393253805,0.4430275606746195
2440.0,0.5575583777140516,0.44244162228594835
2450.0,0.5581395348837209,0.4418604651162791
2460.0,0.5579032913449817,0.44209670865501827
2470.0,0.5584783488466208,0.4415216511533792
2480.0,0.558645707376058,0.44135429262394194
2490.0,0.5584102769971899,0.44158972300281013
2500.0,0.5585765693722511,0.4414234306277489
2510.0,0.5591397849462365,0.44086021505376344
2520.0,0.5593018643395478,0.4406981356604522
2530.0,0.5606479652311339,0.4393520347688661
2540.0,0.5615899252262888,0.43841007477371113
2550.0,0.5621324970599765,0.4378675029400235
2560.0,0.5626708317063647,0.4373291682936353
2570.0,0.5624270711785297,0.43757292882147025
2580.0,0.5637349864393646,0.4362650135606354
2590.0,0.5642609031262061,0.4357390968737939
2600.0,0.5647827758554402,0.43521722414455977
2610.0,0.5653006510915358,0.4346993489084642
2620.0,0.5654330408241129,0.43456695917588706
2630.0,0.5655644241733181,0.43443557582668185
2640.0,0.5656948125709959,0.43430518742900415
2650.0,0.5654470011316485,0.4345529988683516
2660.0,0.5652010522360015,0.4347989477639985
2670.0,0.5649569449644328,0.4350430550355672
2680.0,0.5650876538604999,0.4349123461395002
2690.0,0.5652173913043478,0.43478260869565216
2700.0,0.5642354683450573,0.4357645316549426
2710.0,0.5636296569531538,0.4363703430468462
2720.0,0.5630282984196986,0.43697170158030135
2730.0,0.5638960087879897,0.43610399121201027
2740.0,0.5643925574607808,0.43560744253921924
2750.0,0.5641584878226099,0.43584151217739003
2760.0,0.5642883013400942,0.43571169865990583
2770.0,0.5647780584626488,0.4352219415373511
2780.0,0.5649047105357785,0.4350952894642215
2790.0,0.5653887495521318,0.43461125044786814
2800.0,0.5651553016779721,0.4348446983220278
2810.0,0.5652792600498043,0.43472073995019567
2820.0,0.56575682382134,0.43424317617866004
2830.0,0.5651713175556341,0.43482868244436595
2840.0,0.565293910594861,0.43470608940513905
2850.0,0.5654156436338127,0.4345843563661873
2860.0,0.5658860538273331,0.4341139461726669
2870.0,0.566004876349704,0.4339951236502961
2880.0,0.5668170774036793,0.43318292259632074
2890.0,0.5672777585610516,0.43272224143894844
2900.0,0.5670458462599104,0.4329541537400896
2910.0,0.5671590518722088,0.4328409481277911
2920.0,0.5676138308798356,0.4323861691201643
2930.0,0.5680655066530195,0.43193449334698053
2940.0,0.5678340700442026,0.43216592995579733
