pos,Group 1,Group 2,Group 3,Group 4,Group 5,Group 6
0.0,0.0,0.0,0.0,1.0,0.0,0.0
100.0,0.0,0.0,0.0,1.0,0.0,0.0
200.0,0.0,0.0,0.0,1.0,0.0,0.0
300.0,0.0,0.0,0.0,1.0,0.0,0.0
400.0,0.0,0.0,0.0,1.0,0.0,0.0
500.0,0.0,0.0,0.0,1.0,0.0,0.0
600.0,0.0,0.0,0.0,1.0,0.0,0.0
700.0,0.0,0.0,0.0,1.0,0.0,0.0
800.0,0.0,0.0,0.0,1.0,0.0,0.0
900.0,0.0,0.0,0.0,1.0,0.0,0.0
1000.0,0.0,0.0,0.0,1.0,0.0,0.0
1100.0,0.0,0.0,0.0,1.0,0.0,0.0
1200.0,0.0,0.05995004163197336,0.0,0.9400499583680266,0.0,0.0
1300.0,0.0,0.0730207532667179,0.0,0.9269792467332821,0.0,0.0
1400.0,0.0,0.06780870806566738,0.0,0.9321912919343326,0.0,0.0
1500.0,0.0,0.06329113924050633,0.0,0.9367088607594937,0.0,0.0
1600.0,0.0018738288569643974,0.05933791380387258,0.0,0.938788257339163,0.0,0.0
1700.0,0.06055261610817166,0.05584950029394474,0.0,0.8835978835978836,0.0,0.0
1800.0,0.11271515824541921,0.05274847307051638,0.0,0.8345363686840644,0.0,0.0
1900.0,0.15938979484481852,0.04997369805365597,0.0,0.7906365071015256,0.0,0.0
2000.0,0.2013993003498251,0.047476261869065464,0.0,0.7511244377811095,0.0,0.0
2100.0,0.23940980485483104,0.04521656354117087,0.0,0.7153736316039981,0.0,0.0
2200.0,0.2412539754656974,0.043162199000454336,0.0,0.7155838255338483,0.0,0.0
2300.0,0.23076923076923078,0.041286397218600605,0.0,0.7279443720121687,0.0,0.0
2400.0,0.22115785089546022,0.03956684714702208,0.0,0.7392753019575177,0.0,0.0
2500.0,0.21231507397041183,0.04918032786885246,0.0,0.7385045981607357,0.0,0.0
2600.0,0.2041522491349481,0.0857362552864283,0.0,0.7101114955786236,0.0,0.0
2700.0,0.1965938541281007,0.10588670862643465,0.0,0.6975194372454646,0.0,0.0
2800.0,0.18957515173152445,0.10210639057479472,0.0,0.7083184576936808,0.0,0.0
2900.0,0.18304033092037228,0.09858669424336436,0.0,0.7183729748362634,0.0,0.0
3000.0,0.1769410196601133,0.09530156614461846,0.0,0.7277574141952683,0.0,0.0
3100.0,0.18929377620122542,0.09222831344727507,0.0,0.7184779103514995,0.0,0.0
3200.0,0.21462043111527648,0.08934707903780069,0.0,0.6960324898469228,0.0,0.0
3300.0,0.23841260224174493,0.08664041199636474,0.0,0.6749469857618904,0.0,0.0
3400.0,0.2608056453984122,0.08409291384886798,0.0,0.6551014407527198,0.0,0.0
3500.0,0.2819194515852613,0.08169094544415881,0.0,0.6363896029705798,0.0,0.0
3600.0,0.30186059427936685,0.07942238267148015,0.0,0.618717023049153,0.0,0.0
3700.0,0.32072412861388816,0.07727641178059984,0.0,0.601999459605512,0.0,0.0
