,ndcg,P$@$k
0,,0.0
1,0.9900750745883495,0.0
2,0.9832157149350724,0.0
3,0.986989273599566,0.0
4,0.9857884259693341,0.0
5,0.9843200208414407,0.0
6,0.9818849496473854,0.0
7,0.9816251200715502,0.0
8,0.9814056067214383,0.0
9,0.9828242011879678,0.0
10,0.9840102885923866,0.0
11,0.985019543665333,0.0
12,0.9858907445102859,0.0
13,0.9866518215753055,0.0
14,0.9873234579823691,0.0
15,0.9879213317401204,0.0
16,0.9884575660326183,0.0
17,0.9889416979224063,0.0
18,0.9893813435185123,0.0
19,0.9897826658305869,0.0
20,0.9901507108567854,0.0
21,0.9904896535671054,0.0
22,0.9908029809616646,0.0
23,0.9910936303512906,0.0
24,0.9913640952312479,0.0
25,0.9916165073402732,0.0
26,0.9918527009744638,0.0
27,0.9920742639101279,0.0
28,0.9922825781033804,0.0
29,0.992478852501124,0.0
30,0.9926641497046318,0.0
31,0.9928394077987022,0.0
32,0.9930054583465888,0.0
33,0.9931630413198824,0.0
34,0.9933128175601108,0.0
35,0.9934553792388882,0.0
36,0.9935912586846306,0.0
37,0.9937209358680694,0.0
38,0.9938448447801974,0.0
39,0.9939633788906452,0.0
40,0.9940768958386689,0.0
41,0.9941857214806599,0.0
42,0.9942901533956073,0.0
43,0.9943904639319712,0.0
44,0.9944869028649758,0.0
45,0.9945796997216455,0.0
46,0.9946690658214167,0.0
47,0.9947551960723975,0.0
48,0.9948382705569934,0.0
49,0.994918455935368,0.0
50,0.9949959066908731,0.0
51,0.9950707662379729,0.0
52,0.9951431679101832,0.0
53,0.9952132358430229,0.0
54,0.9952810857648619,0.0
55,0.9953468257067601,0.0036231884057971015
56,0.9954105566408885,0.0035587188612099642
57,0.9954723730558311,0.0034965034965034965
58,0.9955323634759867,0.003436426116838488
59,0.9956986936040751,0.0033783783783783786
60,0.9960201984733252,0.0033222591362126247
61,0.9963328230285688,0.0032679738562091504
62,0.9966369456228525,0.003215434083601286
63,0.9967797447510274,0.0031645569620253164
64,0.9961126783273235,0.003115264797507788
65,0.9951155295760998,0.003067484662576687
66,0.9940458694904897,0.0030211480362537764
67,0.9929550017558948,0.002976190476190476
68,0.9919388278824259,0.002932551319648094
69,0.9909944509246832,0.002890173410404624
70,0.9907680597014216,0.002849002849002849
71,0.9907757889654717,0.0028089887640449437
72,0.9906479499196179,0.002770083102493075
73,0.990612181273796,0.00273224043715847
74,0.9906652466772737,0.0026954177897574125
75,0.9906301934532274,0.0026595744680851063
76,0.9906818095566655,0.0026246719160104987
77,0.9904356108254684,0.0025906735751295338
78,0.9899433906305187,0.0025575447570332483
79,0.9895031221827318,0.0025252525252525255
80,0.9889905310220648,0.0024937655860349127
81,0.9881248016142634,0.0024630541871921183
82,0.9876366048402042,0.009732360097323601
83,0.9876723689924639,0.01201923076923077
84,0.9876683128236959,0.014251781472684086
85,0.9877416627313852,0.014084507042253521
86,0.9876988476874071,0.013921113689095127
87,0.9876569179036585,0.016055045871559634
88,0.9876158175009428,0.015873015873015872
89,0.9876865156547561,0.017937219730941704
90,0.9877009091718816,0.017738359201773836
91,0.9877331974548478,0.019736842105263157
92,0.9877290266446903,0.019522776572668113
93,0.9877604153107078,0.02145922746781116
94,0.9877912308401849,0.02335456475583864
95,0.9877518660165123,0.023109243697478993
96,0.9876614783189596,0.02494802494802495
97,0.9876921915295743,0.026748971193415638
98,0.9876885843227217,0.026476578411405296
99,0.987684995655524,0.028225806451612902
100,0.9876814688480743,0.029940119760479042
101,0.9876780231619924,0.029644268774703556
102,0.987707202351145,0.029354207436399216
103,0.9877358734151803,0.031007751937984496
104,0.9877321122095521,0.0345489443378119
105,0.9877600837480132,0.034220532319391636
106,0.9877876098078487,0.03389830508474576
107,0.987814701534568,0.033582089552238806
108,0.9878413785173591,0.033271719038817
109,0.9878064269398142,0.0347985347985348
110,0.9877720151015882,0.034482758620689655
111,0.9878283443463257,0.0341726618705036
112,0.9878241710413408,0.0338680926916221
113,0.9878200534049236,0.03356890459363958
114,0.9878453503459367,0.03327495621716287
115,0.9878411558341821,0.03298611111111111
116,0.9878658901063854,0.03270223752151463
117,0.9878330231366266,0.032423208191126277
118,0.987829042234436,0.032148900169204735
119,0.9877969481305847,0.031879194630872486
120,0.98776532454663,0.03161397670549085
121,0.9877341249982515,0.03135313531353135
