pos,ndcg,P$@$k
0.0,,1.0
10.0,1.0,1.0
20.0,1.0,1.0
30.0,1.0,1.0
40.0,1.0,1.0
50.0,1.0,1.0
60.0,1.0,1.0
70.0,1.0,1.0
80.0,1.0,0.9876543209876543
90.0,0.9887863827280622,0.8791208791208791
100.0,0.9794334108218056,0.7920792079207921
110.0,0.9714941691667189,0.7207207207207207
120.0,0.9646572519928296,0.6611570247933884
130.0,0.9586983872994312,0.6106870229007634
140.0,0.9534515705726071,0.5673758865248227
150.0,0.9487910554348482,0.5298013245033113
160.0,0.9446196909089634,0.4968944099378882
170.0,0.943323630196781,0.49707602339181284
180.0,0.9456703613226802,0.5248618784530387
190.0,0.947808601392214,0.5497382198952879
200.0,0.9497660851221049,0.572139303482587
210.0,0.9515657324529644,0.5924170616113744
220.0,0.9533584168000229,0.6108597285067874
230.0,0.9552099591892826,0.6277056277056277
240.0,0.9569314062519175,0.6431535269709544
250.0,0.9585365584620729,0.6573705179282868
260.0,0.9600372893141202,0.6704980842911877
270.0,0.9614438747725913,0.6826568265682657
280.0,0.962765256756399,0.693950177935943
290.0,0.9640092556700385,0.7044673539518901
300.0,0.9651827431934445,0.7142857142857143
310.0,0.9640810473759606,0.6945337620578779
320.0,0.9625000365961522,0.6728971962616822
330.0,0.9610462428294623,0.6525679758308157
340.0,0.9598424543497969,0.6334310850439883
350.0,0.9586969682034118,0.6153846153846154
360.0,0.9576054840792708,0.5983379501385041
370.0,0.9565641232528513,0.5822102425876011
380.0,0.9555693774801916,0.5669291338582677
390.0,0.9546180652176303,0.5524296675191815
400.0,0.9537072939625727,0.5386533665835411
410.0,0.9528344277329736,0.5255474452554745
420.0,0.9519970588802721,0.5130641330166271
430.0,0.9511929835722935,0.5011600928074246
440.0,0.9504201803968322,0.4897959183673469
450.0,0.9496767916290947,0.4789356984478936
460.0,0.948961106781421,0.4685466377440347
470.0,0.9482715481152303,0.4585987261146497
480.0,0.9479401238967315,0.4553014553014553
490.0,0.9489308166785473,0.4663951120162933
500.0,0.9500247905209476,0.47704590818363274
510.0,0.9510971703952404,0.487279843444227
520.0,0.9521343452237022,0.4971209213051823
530.0,0.9531380846424186,0.5065913370998116
540.0,0.9541100392703632,0.5157116451016636
550.0,0.9550517506765299,0.5245009074410163
560.0,0.9559646603530593,0.5329768270944741
570.0,0.9568501178088816,0.5411558669001751
580.0,0.9577093878834793,0.5490533562822719
590.0,0.9585436573676311,0.5549915397631133
600.0,0.9574567611515493,0.5457570715474209
610.0,0.9564004951194438,0.5368248772504092
620.0,0.9553735361354957,0.5281803542673108
630.0,0.9543746376619613,0.5198098256735341
640.0,0.9534026242272218,0.5117004680187207
650.0,0.9525282021342822,0.5038402457757296
660.0,0.9517237232906997,0.4962178517397882
670.0,0.9509397760515341,0.488822652757079
680.0,0.9501755561810807,0.48164464023494863
690.0,0.9494303017228538,0.47467438494934877
700.0,0.9487032902227331,0.46790299572039945
