pos,Group [0 0],Group [0 1],Group [0 2],Group [1 0],Group [1 1],Group [1 2]
0.0,0.0,0.0,0.0,1.0,0.0,0.0
1000.0,0.5304695304695305,0.31868131868131866,0.0,0.15084915084915085,0.0,0.0
2000.0,0.2653673163418291,0.35082458770614694,0.06796601699150424,0.31584207896051975,0.0,0.0
3000.0,0.291569476841053,0.29823392202599136,0.1486171276241253,0.2615794735088304,0.0,0.0
4000.0,0.4233941514621345,0.2689327668082979,0.11147213196700825,0.19620094976255936,0.0,0.0
5000.0,0.33873225354929015,0.26654669066186765,0.15396920615876825,0.24075184963007398,0.0,0.0
6000.0,0.2822862856190635,0.25595734044325946,0.17413764372604565,0.25045825695717383,0.03716047325445759,0.0
7000.0,0.38065990572775316,0.2193972289672904,0.15340665619197258,0.21468361662619626,0.0318525924867876,0.0
8000.0,0.36845394325709285,0.22022247219097613,0.17485314335708035,0.2085989251343582,0.02787151606049244,0.0
9000.0,0.32751916453727364,0.21542050883235195,0.19153427396955894,0.2051994222864126,0.06032663037440284,0.0
10000.0,0.32636736326367366,0.2156784321567843,0.1723827617238276,0.22277772222777723,0.0627937206279372,0.0
11000.0,0.3853286064903191,0.198345604945005,0.1567130260885374,0.20252704299609126,0.057085719480047266,0.0
12000.0,0.3532205649529206,0.1999833347221065,0.17156903591367387,0.21398216815265395,0.06124489625864511,0.0
13000.0,0.3260518421659872,0.2037535574186601,0.18367817860164604,0.20552265210368434,0.08099376971002231,0.0
14000.0,0.3027640882794086,0.21984143989715021,0.19220055710306408,0.20998500107135204,0.07520891364902507,0.0
15000.0,0.3465768948736751,0.20605292980467968,0.18118792080527965,0.19598693420438637,0.0701953203119792,0.0
16000.0,0.34947815761514905,0.19317542653584152,0.16986438347603275,0.19298793825385913,0.09449409411911755,0.0
17000.0,0.32892182812775717,0.20675254396800188,0.18063643315099112,0.19475324980883477,0.08893594494441504,0.0
18000.0,0.31064940836620186,0.19671129381701016,0.1807121826565191,0.20293317037942338,0.10899394478084551,0.0
19000.0,0.30377348560602074,0.1978843218777959,0.18104310299457924,0.2140413662438819,0.10325772327772223,0.0
20000.0,0.33858307084645767,0.1879906004699765,0.1719914004299785,0.20333983300834957,0.09809509524523774,0.0
21000.0,0.3322698919099091,0.18851483262701776,0.1688491024236941,0.19365744488357697,0.1167087281558021,0.0
22000.0,0.3171674014817508,0.1901731739466388,0.17976455615653833,0.2014908413253943,0.11140402708967774,0.0
23000.0,0.3033781139950437,0.19346984913699405,0.18116603625929306,0.19577409677840094,0.12621190383026826,0.0
24000.0,0.2947793841923253,0.19595016874296906,0.18761718261739094,0.20069997083454855,0.12095329361276613,0.0
25000.0,0.3229870805167793,0.18811247550097995,0.18011279548818046,0.19267229310827566,0.11611535538578457,0.0
