pos,ndcg,P$@$k
0.0,,1.0
10.0,1.0,1.0
20.0,1.0,1.0
30.0,1.0,1.0
40.0,1.0,1.0
50.0,1.0,1.0
60.0,1.0,1.0
70.0,1.0,1.0
80.0,1.0,1.0
90.0,1.0,1.0
100.0,1.0,1.0
110.0,1.0,1.0
120.0,1.0,1.0
130.0,1.0,1.0
140.0,1.0,1.0
150.0,1.0,1.0
160.0,1.0,1.0
170.0,1.0,1.0
180.0,1.0,1.0
190.0,1.0,1.0
200.0,1.0,1.0
210.0,1.0,1.0
220.0,1.0,1.0
230.0,1.0,1.0
240.0,1.0,1.0
250.0,1.0,1.0
260.0,1.0,1.0
270.0,1.0,1.0
280.0,1.0,1.0
290.0,1.0,1.0
300.0,0.9998930559855747,0.9833887043189369
310.0,0.999583990332955,0.9517684887459807
320.0,0.9991903745929839,0.9314641744548287
330.0,0.998963810325153,0.9123867069486404
340.0,0.9987009917722074,0.9002932551319648
350.0,0.9983582937089501,0.8803418803418803
360.0,0.9981220218446692,0.8614958448753463
370.0,0.9978525402615713,0.8463611859838275
380.0,0.9975092559419968,0.8267716535433071
390.0,0.9972648424458941,0.8184143222506394
400.0,0.9971537437445802,0.8054862842892768
410.0,0.9969671545386061,0.7931873479318735
420.0,0.9967492283706287,0.7862232779097387
430.0,0.9966163970104075,0.7749419953596288
440.0,0.9964887384079228,0.764172335600907
450.0,0.9964027095596574,0.753880266075388
460.0,0.9962119569822192,0.7505422993492408
470.0,0.9960283012824253,0.7430997876857749
480.0,0.995816570246159,0.735966735966736
490.0,0.9956799857590461,0.7291242362525459
500.0,0.9956146265142456,0.7265469061876247
510.0,0.995486310054677,0.7181996086105675
520.0,0.9954262120057982,0.710172744721689
530.0,0.9953680421410017,0.7024482109227872
540.0,0.9952499833844486,0.6968576709796673
550.0,0.9951052053558003,0.691470054446461
560.0,0.9949947713225653,0.6880570409982175
570.0,0.9949464112573698,0.6900175131348512
580.0,0.994827360993857,0.6919104991394148
590.0,0.9947259396425878,0.688663282571912
600.0,0.9946834138162106,0.6871880199667221
610.0,0.9946551861562598,0.6939443535188216
620.0,0.9948573995089793,0.7053140096618358
630.0,0.9950274304360506,0.7210776545166403
640.0,0.9952193339617821,0.734789391575663
650.0,0.9953802308267502,0.7480798771121352
660.0,0.9955369459133577,0.7549167927382754
670.0,0.9957148961221426,0.767511177347243
680.0,0.995888381681937,0.775330396475771
690.0,0.9960084512749281,0.7858176555716353
700.0,0.9961256043481755,0.7988587731811697
710.0,0.9962638392403973,0.8073136427566807
720.0,0.9963279560808984,0.812760055478502
730.0,0.9964604353729151,0.8221614227086184
740.0,0.9965438571368994,0.8286099865047234
750.0,0.9966934815252593,0.8348868175765646
760.0,0.9968397393134358,0.8436268068331143
770.0,0.996960582436354,0.85473411154345
780.0,0.9970787502208251,0.8642765685019206
790.0,0.9971727360080676,0.8723135271807838
800.0,0.9973609050678941,0.8789013732833958
