sex,race,LSAT,UGPA,ZFYA
1,0,0.40899718207589464,-0.3056434457847422,-0.98
1,0,-0.14181186542621546,-0.5470890258860771,0.09
0,0,-1.2434299604304357,-0.3056434457847422,-0.35
0,4,0.40899718207589464,-2.4786536666967542,0.58
1,0,0.041791150407821255,0.41869329451926146,-1.26
1,0,-1.1516284525134173,0.9015844547219313,0.3
0,0,-0.14181186542621546,0.9015844547219313,-0.1
0,0,0.041791150407821255,-1.2714257661900807,-0.12
1,0,0.041791150407821255,-1.5128713462914156,1.53
0,0,-1.059826944596399,0.9015844547219313,0.34
0,0,0.7762032137439681,-0.06419786568340728,1.53
0,0,-0.32541488126025214,-0.3056434457847422,-0.68
1,0,-0.32541488126025214,-0.06419786568340728,-0.17
0,0,-0.32541488126025214,-0.788534605987412,-0.42
0,0,0.7762032137439681,-2.2372080865954205,-0.35
0,0,-1.1516284525134173,0.17724771441792656,0.85
1,0,-0.14181186542621546,-0.5470890258860771,0.04
0,0,0.5926001979099313,1.625921195025935,2.48
0,0,-0.14181186542621546,0.41869329451926146,0.27
0,0,-1.4270329762644725,-1.2714257661900807,0.88
0,0,0.041791150407821255,-0.06419786568340728,0.58
0,0,-1.2434299604304357,-0.3056434457847422,1.99
0,0,0.5926001979099313,-0.3056434457847422,-0.8
0,2,-1.059826944596399,-0.3056434457847422,0.51
1,0,0.041791150407821255,0.9015844547219313,0.81
0,3,-1.4270329762644725,-1.029980186088747,-1.03
0,0,-0.5090178970942889,-1.029980186088747,-0.12
0,0,-0.32541488126025214,-0.5470890258860771,-0.61
0,0,0.5926001979099313,0.41869329451926146,-0.73
0,0,-0.14181186542621546,-1.5128713462914156,-0.63
0,0,-1.4270329762644725,-0.788534605987412,-0.02
0,0,-0.32541488126025214,-1.7543169263927505,0.02
0,0,-0.8762239287623622,0.41869329451926146,0.65
1,0,-0.14181186542621546,-1.2714257661900807,-0.05
0,0,-0.14181186542621546,0.17724771441792656,0.53
0,0,-0.14181186542621546,-1.7543169263927505,-1.1
0,0,0.22539416624185796,0.9015844547219313,1.41
0,0,-0.14181186542621546,0.9015844547219313,1.18
0,0,-0.7844224208453439,-0.06419786568340728,0.76
1,0,-1.7942390079325459,0.6601388746205964,-1.05
0,0,-0.14181186542621546,-1.9957625064940856,0.39
1,3,-3.2630631346048395,-0.06419786568340728,-0.7
1,0,-0.5090178970942889,1.1430300348232663,1.23
1,0,-0.32541488126025214,-0.3056434457847422,1.71
1,4,-1.059826944596399,-0.06419786568340728,-0.82
0,0,-0.14181186542621546,-1.029980186088747,-0.17
0,6,-0.8762239287623622,-0.5470890258860771,-0.63
1,0,0.22539416624185796,1.1430300348232663,-0.05
0,0,-0.5090178970942889,-0.06419786568340728,0.37
0,0,0.22539416624185796,-1.029980186088747,0.44
1,0,-0.14181186542621546,0.41869329451926146,0.46
1,0,0.9598062295780048,0.6601388746205964,-0.42
0,0,-1.4270329762644725,-2.2372080865954205,-0.93
0,0,-1.059826944596399,1.1430300348232663,-0.49
1,3,-2.5286510712686927,-1.5128713462914156,0.48
0,0,0.041791150407821255,1.3844756149246,0.72
1,0,-0.6926209129283255,0.17724771441792656,-1.24
0,0,-0.32541488126025214,0.17724771441792656,-0.7
0,0,-0.14181186542621546,-0.06419786568340728,0.83
0,0,-0.2336133733432338,-1.9957625064940856,-0.63
0,0,0.7762032137439681,0.41869329451926146,-0.05
1,0,-0.5090178970942889,0.6601388746205964,0.55
1,2,-1.7942390079325459,-0.788534605987412,-0.77
0,0,-1.4270329762644725,0.17724771441792656,-0.98
1,0,-0.6926209129283255,0.17724771441792656,1.27
0,0,-0.8762239287623622,-0.788534605987412,-0.62
0,0,0.40899718207589464,-2.2372080865954205,0.51
0,2,-2.5286510712686927,1.1430300348232663,-0.17
1,0,0.40899718207589464,0.41869329451926146,-0.56
1,0,0.40899718207589464,-0.5470890258860771,-0.42
1,0,-0.8762239287623622,1.3844756149246,-0.08
0,0,-1.4270329762644725,0.17724771441792656,-1.19
0,0,-1.059826944596399,-0.5470890258860771,-1.07
1,0,-0.14181186542621546,0.17724771441792656,-0.49
0,3,-1.7942390079325459,-1.9957625064940856,-1.66
0,0,-1.2434299604304357,0.6601388746205964,1.39
0,0,0.22539416624185796,0.6601388746205964,2.78
1,0,-0.5090178970942889,-1.029980186088747,-0.63
0,0,0.041791150407821255,1.1430300348232663,1.32
1,4,-0.14181186542621546,-1.2714257661900807,-1.28
0,0,1.1434092454120415,-0.5470890258860771,0.1
0,0,0.9598062295780048,-0.788534605987412,-0.62
0,0,-0.6008194050113072,0.41869329451926146,0.69
0,0,-2.1614450396006193,-0.788534605987412,-0.9
1,0,0.22539416624185796,0.41869329451926146,1.23
0,0,0.9598062295780048,0.9015844547219313,0.7
0,0,0.041791150407821255,0.6601388746205964,-1.64
0,0,-1.335231468347454,0.6601388746205964,-0.24
0,0,0.7762032137439681,-0.3056434457847422,-0.05
1,0,0.22539416624185796,0.9015844547219313,-1.0
1,0,0.9598062295780048,-0.06419786568340728,-0.22
1,0,-0.2336133733432338,0.17724771441792656,2.26
1,0,-0.14181186542621546,0.9015844547219313,-0.85
1,0,0.40899718207589464,0.6601388746205964,-0.71
0,0,-1.6106359920985092,-0.788534605987412,-1.96
1,0,0.9598062295780048,0.17724771441792656,-1.13
1,0,1.1434092454120415,0.6601388746205964,0.74
0,0,1.1434092454120415,-0.3056434457847422,0.29
0,0,-0.32541488126025214,-0.06419786568340728,-0.66
0,0,0.5926001979099313,1.1430300348232663,-0.43
1,0,0.9598062295780048,-1.7543169263927505,-0.41
1,0,0.9598062295780048,-1.2714257661900807,-0.02
1,0,0.5926001979099313,1.1430300348232663,0.21
1,0,0.22539416624185796,0.6601388746205964,1.61
0,0,0.5926001979099313,0.17724771441792656,-0.96
1,0,0.40899718207589464,0.6601388746205964,0.98
1,0,-0.14181186542621546,0.9015844547219313,-0.58
1,0,0.22539416624185796,0.9015844547219313,-0.28
0,0,-0.14181186542621546,-0.5470890258860771,-1.19
0,0,0.40899718207589464,-0.06419786568340728,-1.34
1,0,0.041791150407821255,1.625921195025935,0.55
0,0,-0.9680254366793806,-1.2714257661900807,0.58
1,0,0.7762032137439681,1.8673667751272698,2.44
0,0,0.7762032137439681,-0.5470890258860771,-1.45
1,0,-0.14181186542621546,0.17724771441792656,1.04
0,0,-0.32541488126025214,1.3844756149246,-1.11
1,0,0.40899718207589464,1.1430300348232663,-1.58
1,0,0.041791150407821255,1.3844756149246,0.4
0,0,0.041791150407821255,-0.3056434457847422,-0.51
0,0,-0.14181186542621546,1.3844756149246,-0.66
0,0,0.5926001979099313,0.17724771441792656,-0.77
1,0,1.510615277080115,0.17724771441792656,0.64
0,0,-0.32541488126025214,-1.5128713462914156,0.02
1,0,0.041791150407821255,0.9015844547219313,-0.02
0,0,0.5926001979099313,1.3844756149246,0.64
0,0,0.40899718207589464,0.41869329451926146,0.4
0,0,-0.6926209129283255,1.625921195025935,0.59
0,0,0.5926001979099313,0.9015844547219313,0.55
0,0,0.22539416624185796,1.3844756149246,0.55
1,0,0.7762032137439681,0.17724771441792656,0.64
0,0,-0.5090178970942889,-0.788534605987412,-0.25
0,0,0.5926001979099313,-0.3056434457847422,1.08
1,2,0.22539416624185796,0.17724771441792656,-0.02
1,0,0.5926001979099313,-0.06419786568340728,1.89
0,0,-0.7844224208453439,0.41869329451926146,-0.17
1,0,0.7762032137439681,0.41869329451926146,0.17
1,0,0.041791150407821255,0.6601388746205964,-0.13
0,0,0.7762032137439681,0.17724771441792656,1.51
1,0,0.40899718207589464,0.9015844547219313,-0.66
0,0,0.22539416624185796,0.6601388746205964,0.42
0,0,0.9598062295780048,-0.3056434457847422,0.68
1,0,0.041791150407821255,0.9015844547219313,1.27
1,3,-0.8762239287623622,-1.029980186088747,-1.28
1,0,0.40899718207589464,0.9015844547219313,-0.22
1,0,-0.8762239287623622,-1.029980186088747,-1.09
0,0,0.7762032137439681,-0.3056434457847422,-0.51
1,0,-0.14181186542621546,1.1430300348232663,0.17
0,0,0.22539416624185796,0.41869329451926146,-1.19
0,0,-0.5090178970942889,0.17724771441792656,1.02
0,0,0.22539416624185796,0.9015844547219313,0.36
0,0,1.1434092454120415,-0.788534605987412,0.59
1,0,-0.32541488126025214,1.1430300348232663,0.64
0,2,0.041791150407821255,0.9015844547219313,-0.77
1,0,0.041791150407821255,1.625921195025935,1.36
0,0,0.5926001979099313,-0.06419786568340728,0.59
1,0,1.510615277080115,-0.06419786568340728,1.57
0,0,0.500798689992913,0.17724771441792656,0.55
0,0,0.5926001979099313,0.17724771441792656,2.15
1,0,0.22539416624185796,0.41869329451926146,-1.0
0,0,0.5926001979099313,0.41869329451926146,1.36
1,5,-0.7844224208453439,-1.029980186088747,-0.92
0,0,-0.14181186542621546,1.1430300348232663,0.1
1,0,-1.2434299604304357,0.6601388746205964,-1.75
0,0,0.041791150407821255,1.1430300348232663,0.74
1,6,-0.2336133733432338,-0.5470890258860771,-1.73
1,2,-1.059826944596399,0.41869329451926146,-0.23
0,0,-0.14181186542621546,-1.2714257661900807,-0.36
1,0,-0.32541488126025214,-0.788534605987412,1.25
1,0,-1.5188344841814907,-0.06419786568340728,0.57
0,0,0.40899718207589464,-1.9957625064940856,0.16
1,0,0.7762032137439681,1.625921195025935,1.17
0,0,-1.4270329762644725,0.6601388746205964,0.2
0,0,-0.0500103575091971,-0.3056434457847422,-0.56
0,0,0.40899718207589464,1.3844756149246,-0.32
0,0,-0.14181186542621546,-0.5470890258860771,0.36
0,0,-0.14181186542621546,-0.788534605987412,-0.8
0,0,-0.14181186542621546,-0.788534605987412,0.89
0,0,0.041791150407821255,-1.029980186088747,0.77
0,0,0.22539416624185796,-0.06419786568340728,0.48
0,0,-0.9680254366793806,-0.3056434457847422,0.36
0,0,0.041791150407821255,-0.3056434457847422,0.0
0,0,-1.8493199126827569,0.17724771441792656,-0.41
1,3,-0.8762239287623622,1.1430300348232663,-0.85
1,0,-1.059826944596399,-0.5470890258860771,0.44
1,0,-0.747701817678536,-0.3056434457847422,0.2
0,0,-0.32541488126025214,-0.06419786568340728,-0.28
1,0,-1.059826944596399,-0.06419786568340728,2.48
0,0,-0.6926209129283255,-0.5470890258860771,-0.4
1,0,-0.6926209129283255,-0.3056434457847422,0.61
0,0,-0.4172163891772705,-0.788534605987412,0.52
1,0,0.40899718207589464,2.1088123552286038,1.25
0,0,-0.5090178970942889,-0.3056434457847422,-0.6
0,0,-0.5090178970942889,-1.029980186088747,1.51
1,0,0.041791150407821255,-1.029980186088747,-0.23
1,0,-2.1614450396006193,-0.06419786568340728,-0.64
0,0,-0.6926209129283255,-0.788534605987412,0.69
1,4,-1.4270329762644725,-0.3056434457847422,-1.45
1,0,-0.5090178970942889,-0.5470890258860771,-0.24
1,0,-0.5090178970942889,-1.2714257661900807,1.51
1,0,-1.1516284525134173,-0.5470890258860771,-1.09
1,0,-0.6926209129283255,0.17724771441792656,0.89
0,0,-0.5090178970942889,-0.788534605987412,-1.93
1,0,-1.2434299604304357,0.41869329451926146,0.73
1,0,0.22539416624185796,-1.9957625064940856,-0.2
0,0,-0.7844224208453439,-0.3056434457847422,0.93
1,0,0.5926001979099313,1.8673667751272698,1.17
1,0,0.9598062295780048,1.8673667751272698,0.97
1,0,-0.32541488126025214,-0.06419786568340728,0.27
1,0,-1.4270329762644725,0.41869329451926146,-0.52
0,0,-0.32541488126025214,-0.788534605987412,-0.4
1,0,-0.8762239287623622,-0.3056434457847422,-1.17
0,0,-1.7942390079325459,-2.2372080865954205,-1.01
1,0,0.22539416624185796,-0.5470890258860771,0.55
0,0,-1.059826944596399,-1.2714257661900807,-0.2
1,0,0.22539416624185796,-0.5470890258860771,0.15
1,0,-1.5188344841814907,1.625921195025935,0.48
0,0,-0.5090178970942889,-1.5128713462914156,0.0
1,0,-1.059826944596399,-0.5470890258860771,0.0
0,0,-0.6926209129283255,-0.788534605987412,-0.2
1,0,-0.32541488126025214,-1.2714257661900807,-1.05
1,0,-0.7844224208453439,-1.029980186088747,0.08
1,0,-0.14181186542621546,-1.5128713462914156,-0.72
0,0,0.041791150407821255,0.41869329451926146,0.95
1,0,-0.6926209129283255,-0.06419786568340728,-0.4
1,0,0.041791150407821255,-0.788534605987412,0.24
0,0,-2.069643531683601,-1.029980186088747,-0.08
0,0,0.22539416624185796,-1.5128713462914156,1.25
0,0,-0.5090178970942889,-1.2714257661900807,-0.12
0,0,-0.32541488126025214,-0.788534605987412,1.94
